endpoint_key,kind,exposure,archive,site,archive_id,plate_id,scan_id,process_id,solution_id,solutionset_id,solution_num,selected_expnum,filename_scan,naxis1,naxis2,file_size,wcs_key,wcs_source,wcs_center_match_sep_deg,direct_solution_ra_deg,direct_solution_dec_deg,fits_url,datalink_resolution_method,repository_relative_filename_scan,head_http_status,head_content_length,head_accept_ranges,range_probe_http_status,range_probe_content_range,fits_primary_header_magic_pass,fits_checksum,fits_datasum
APPLAUSE:12563,APPLAUSE,APPLAUSE:12563,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7050,9137,9163,12823,8782,6,,DR4/scans/HAM-LA/LA07517_x.fits,8616,11407,196600320,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002658014608353076,301.5985702992,35.95569509004,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07517_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07517_x.fits,200,196600320,bytes,206,bytes 0-2879/196600320,True,O1ikP1hhO1hhO1hh,1583420202
APPLAUSE:12564,APPLAUSE,APPLAUSE:12564,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7051,9138,9164,12829,8783,6,,DR4/scans/HAM-LA/LA07518_x.fits,8600,11390,195943680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0022183452576039825,301.600589672,35.85614553643,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07518_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07518_x.fits,200,195943680,bytes,206,bytes 0-2879/195943680,True,ZPAldM4jZM9jdM9j,3648303350
APPLAUSE:12565,APPLAUSE,APPLAUSE:12565,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7051,9138,9164,12829,8783,6,,DR4/scans/HAM-LA/LA07518_x.fits,8600,11390,195943680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0022183452576039825,301.600589672,35.85614553643,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07518_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07518_x.fits,200,195943680,bytes,206,bytes 0-2879/195943680,True,ZPAldM4jZM9jdM9j,3648303350
APPLAUSE:12566,APPLAUSE,APPLAUSE:12566,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7051,9138,9164,12829,8783,6,,DR4/scans/HAM-LA/LA07518_x.fits,8600,11390,195943680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0022183452576039825,301.600589672,35.85614553643,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07518_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07518_x.fits,200,195943680,bytes,206,bytes 0-2879/195943680,True,ZPAldM4jZM9jdM9j,3648303350
APPLAUSE:12568,APPLAUSE,APPLAUSE:12568,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7051,9138,9164,12829,8783,6,,DR4/scans/HAM-LA/LA07518_x.fits,8600,11390,195943680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0022183452576039825,301.600589672,35.85614553643,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07518_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07518_x.fits,200,195943680,bytes,206,bytes 0-2879/195943680,True,ZPAldM4jZM9jdM9j,3648303350
APPLAUSE:12569,APPLAUSE,APPLAUSE:12569,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7051,9138,9164,12829,8783,6,,DR4/scans/HAM-LA/LA07518_x.fits,8600,11390,195943680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0022183452576039825,301.600589672,35.85614553643,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07518_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07518_x.fits,200,195943680,bytes,206,bytes 0-2879/195943680,True,ZPAldM4jZM9jdM9j,3648303350
APPLAUSE:12570,APPLAUSE,APPLAUSE:12570,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7052,9139,9165,12835,8784,6,,DR4/scans/HAM-LA/LA07519_x.fits,8616,11382,196171200,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0025153988294597915,301.605169641,35.83238967922,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07519_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07519_x.fits,200,196171200,bytes,206,bytes 0-2879/196171200,True,Z7W1d6V0Z6V0b6V0,2242607674
APPLAUSE:131662,APPLAUSE,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,88706,113267,103289,110677,90726,1,,DR4/scans/Bamberg-North/011771_1951_h.fits,8122,10770,174962880,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.006614213101996572,299.9326734947,40.89433076708,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/011771_1951_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/011771_1951_h.fits,200,174962880,bytes,206,bytes 0-2879/174962880,True,46Y846X846X846X8,2231186398
APPLAUSE:131772,APPLAUSE,APPLAUSE:131772,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,88726,113287,103309,110685,90734,1,,DR4/scans/Bamberg-North/011791_1951_h.fits,8092,10760,174156480,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.007044414974433307,337.4559911061,30.94200864342,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/011791_1951_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/011791_1951_h.fits,200,174156480,bytes,206,bytes 0-2879/174156480,True,mocGmlbGmlbGmlbG,4165012726
APPLAUSE:131892,APPLAUSE,APPLAUSE:131892,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,88819,113372,103394,110774,90814,1,,DR4/scans/Bamberg-North/011883_1952_h.fits,8111,10780,174888000,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0010365363067555385,83.43335823509,-2.718864707479,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/011883_1952_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/011883_1952_h.fits,200,174888000,bytes,206,bytes 0-2879/174888000,True,2YS85YR82YR82YR8,1918569019
APPLAUSE:131918,APPLAUSE,APPLAUSE:131918,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,88845,113397,103419,110793,90832,1,,DR4/scans/Bamberg-North/011909_1952_h.fits,8092,10760,174156480,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0014910281314631276,157.1601570765,10.18729655362,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/011909_1952_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/011909_1952_h.fits,200,174156480,bytes,206,bytes 0-2879/174156480,True,CgOaFdOTCdOZCdOZ,862850606
APPLAUSE:132096,APPLAUSE,APPLAUSE:132096,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,89023,113573,103595,110933,90971,1,,DR4/scans/Bamberg-North/012086_1952_h.fits,8111,10780,174890880,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.006473730824215645,285.1299394077,9.98226877516,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012086_1952_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/012086_1952_h.fits,200,174890880,bytes,206,bytes 0-2879/174890880,True,Q4AQQ30OQ37OQ37O,1256910896
APPLAUSE:132099,APPLAUSE,APPLAUSE:132099,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,89026,113576,103598,110947,90984,1,,DR4/scans/Bamberg-North/012089_1952_h.fits,8092,10760,174156480,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.03219904754582639,316.1483274316,10.80919730958,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012089_1952_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/012089_1952_h.fits,200,174156480,bytes,206,bytes 0-2879/174156480,True,8IIm9F9m8FGm8F9m,3404033887
APPLAUSE:132654,APPLAUSE,APPLAUSE:132654,"Astrograph, Bamberg Northern Sky Patrol","Dr. Karl Remeis-Sternwarte, Bamberg",208,89580,114116,104138,111402,91426,1,,DR4/scans/Bamberg-North/012673_1953_h.fits,8111,10780,174888000,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.007340384480022211,81.98666097783,10.24942863404,https://www.plate-archive.org/files/DR4/scans/Bamberg-North/012673_1953_h.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Bamberg-North/012673_1953_h.fits,200,174888000,bytes,206,bytes 0-2879/174888000,True,1SgV2RdU1RdU1RdU,2527206644
APPLAUSE:13623,APPLAUSE,APPLAUSE:13623,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7360,9523,9549,14010,9197,1,,DR4/scans/HAM-LA/LA07828_y.fits,23008,28459,1309584960,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002548831369655757,294.7588918876,30.06755840808,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07828_y.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07828_y.fits,200,1309584960,bytes,206,bytes 0-2879/1309584960,True,TfIqWdInTdInTdIn,259358449
APPLAUSE:13683,APPLAUSE,APPLAUSE:13683,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7420,9613,9639,14103,9273,1,,DR4/scans/HAM-LA/LA07894_y.fits,22864,17084,781231680,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0027298119656972747,100.5244177485,-0.08482374196165,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA07894_y.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA07894_y.fits,200,781231680,bytes,206,bytes 0-2879/781231680,True,4OKp4LJm4LJm4LJm,3314299075
APPLAUSE:13876,APPLAUSE,APPLAUSE:13876,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7536,9717,9743,14256,9378,1,,DR4/scans/HAM-LA/LA08012_y.fits,23008,28459,1309584960,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0036019782969703338,294.8024414095,30.00121389055,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08012_y.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA08012_y.fits,200,1309584960,bytes,206,bytes 0-2879/1309584960,True,neAaqZ0Znd7anZ7W,324959918
APPLAUSE:13877,APPLAUSE,APPLAUSE:13877,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7537,9719,9745,14254,9376,1,,DR4/scans/HAM-LA/LA08013_y.fits,22928,28541,1308792960,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.003131032187663297,294.7999531075,30.0932931744,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08013_y.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA08013_y.fits,200,1308792960,bytes,206,bytes 0-2879/1308792960,True,YaiEYZiEYaiEYYiE,327854778
APPLAUSE:13878,APPLAUSE,APPLAUSE:13878,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7538,9720,9746,14259,9381,1,,DR4/scans/HAM-LA/LA08014_x.fits,28536,22881,1305881280,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.001799575714600123,294.805372735,29.92289646484,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08014_x.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA08014_x.fits,200,1305881280,bytes,206,bytes 0-2879/1305881280,True,8CAAAA022A788A78,2669722794
APPLAUSE:13879,APPLAUSE,APPLAUSE:13879,Lippert-Astrograph (Hamburg),Hamburger Sternwarte,101,7539,9723,9749,14241,9364,1,,DR4/scans/HAM-LA/LA08015_y.fits,22888,28736,1315434240,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.003985592378910067,294.8487713683,30.08995446897,https://www.plate-archive.org/files/DR4/scans/HAM-LA/LA08015_y.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/HAM-LA/LA08015_y.fits,200,1315434240,bytes,206,bytes 0-2879/1315434240,True,imKAlkJ0ikJ7ikJ7,2967438782
APPLAUSE:139010,APPLAUSE,APPLAUSE:139010,Zeiss Double Astrograph,Vatican Observatory,501,95880,120365,110388,121726,100802,1,,DR4/scans/Vatican-DoubleAstro/A1574_1600.fits,11268,15008,338235840,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002276444944963496,298.6549836441,39.39947401386,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A1574_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A1574_1600.fits,200,338235840,bytes,206,bytes 0-2879/338235840,True,XaamYURjXZXjXZXj,3795485192
APPLAUSE:139011,APPLAUSE,APPLAUSE:139011,Zeiss Double Astrograph,Vatican Observatory,501,95881,120366,110389,121725,100801,1,,DR4/scans/Vatican-DoubleAstro/A1575_1600.fits,11268,15008,338235840,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0027085746768624984,298.6529126052,39.44895966347,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A1575_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A1575_1600.fits,200,338235840,bytes,206,bytes 0-2879/338235840,True,fdaUgZWSfbaSfZUS,128535944
APPLAUSE:139012,APPLAUSE,APPLAUSE:139012,Zeiss Double Astrograph,Vatican Observatory,501,95882,120367,110390,121730,100806,1,,DR4/scans/Vatican-DoubleAstro/A1576_1600.fits,11268,15008,338241600,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.008702937166077243,298.600414373,39.38930750054,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A1576_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A1576_1600.fits,200,338241600,bytes,206,bytes 0-2879/338241600,True,9SgaGQfU9QfZEQfZ,149407077
APPLAUSE:139430,APPLAUSE,APPLAUSE:139430,Zeiss Double Astrograph,Vatican Observatory,501,96300,120785,110808,122154,101220,1,,DR4/scans/Vatican-DoubleAstro/A2277_1600.fits,14690,10990,322902720,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002297078398800258,300.1753864733,30.00767131659,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A2277_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A2277_1600.fits,200,322902720,bytes,206,bytes 0-2879/322902720,True,bQUQeQTPbQTPbQTP,1704854515
APPLAUSE:139431,APPLAUSE,APPLAUSE:139431,Zeiss Double Astrograph,Vatican Observatory,501,96301,120786,110809,122153,101219,1,,DR4/scans/Vatican-DoubleAstro/A2278_1600.fits,14678,11013,323314560,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0025764402275462355,300.1896249832,30.00964291208,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A2278_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A2278_1600.fits,200,323314560,bytes,206,bytes 0-2879/323314560,True,Za3KhV0IZZ0IfZ0I,1514685232
APPLAUSE:139432,APPLAUSE,APPLAUSE:139432,Zeiss Double Astrograph,Vatican Observatory,501,96302,120787,110810,122163,101229,1,,DR4/scans/Vatican-DoubleAstro/A2279_1600.fits,14678,11013,323314560,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002268454922460877,294.0181225298,31.3617536059,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A2279_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A2279_1600.fits,200,323314560,bytes,206,bytes 0-2879/323314560,True,WpScamSaYmSaamSa,4252483322
APPLAUSE:139433,APPLAUSE,APPLAUSE:139433,Zeiss Double Astrograph,Vatican Observatory,501,96303,120788,110811,122157,101223,1,,DR4/scans/Vatican-DoubleAstro/A2280_1600.fits,14678,11013,323314560,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.0023750236103056116,294.0169197304,31.36335125723,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A2280_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A2280_1600.fits,200,323314560,bytes,206,bytes 0-2879/323314560,True,BiVoBfVmBfVmBfVm,477153912
APPLAUSE:139532,APPLAUSE,APPLAUSE:139532,Zeiss Double Astrograph,Vatican Observatory,501,96402,120887,110910,122252,101318,1,,DR4/scans/Vatican-DoubleAstro/A2463_1600.fits,10928,14819,323899200,PRIMARY,APPLAUSE_DR4_SOLUTION_HEADER_WCS_EXACT_SOLUTION_ID,0.002130502413874868,300.1576720241,29.89669448294,https://www.plate-archive.org/files/DR4/scans/Vatican-DoubleAstro/A2463_1600.fits,DIRECT_FROM_DR4_SCAN_FILENAME_PLUS_FITS_HEADER_RANGE_PROBE,DR4/scans/Vatican-DoubleAstro/A2463_1600.fits,200,323899200,bytes,206,bytes 0-2879/323899200,True,3GSZA9SW5ESWA9SW,2414655845
