exact_footprint_priority,canonical_pair,time_gate,physical_overlap_s,pair_family,classification,exposure_a,archive_a,geometry_a_status,geometry_a_candidate_count,geometry_a_best_center_sep_deg,geometry_a_repair_branch,geometry_a_repairability,geometry_a_repair_action,exposure_b,archive_b,geometry_b_status,geometry_b_candidate_count,geometry_b_best_center_sep_deg,geometry_b_repair_branch,geometry_b_repairability,geometry_b_repair_action
55,APPLAUSE:12416 | APPLAUSE:139005,GT5_LE10_MIN,30.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:139005,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",APPLAUSE:12416,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
57,APPLAUSE:115021 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13397,GT5_LE10_MIN,120.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:115021,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",DASCH:ivo://org.gavo.dc/~?dasch/q/fa13397,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
58,APPLAUSE:115018 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13401,GT10_LE15_MIN,359.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13401,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:115018,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
60,APPLAUSE:12412 | APPLAUSE:139005,GT10_LE15_MIN,29.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:12412,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:139005,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
62,APPLAUSE:13385 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485,GT10_LE15_MIN,30.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:13385,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485,Harvard DASCH,UNRESOLVED_DASCH_NO_ASTROMETRY_HEADER,,,DASCH_IMAGING_AVAILABILITY_HOLD,MAYBE,"Check official DR7 exposure-list/value-added metadata for an imaging solution. If no WCS solution exists for the logged exposure, retain as no-imaging geometry hold, not a negative."
65,APPLAUSE:12420 | APPLAUSE:139006,GT10_LE15_MIN,30.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:12420,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:139006,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
66,APPLAUSE:131662 | APPLAUSE:139004,GT10_LE15_MIN,2160.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:131662,"Astrograph, Bamberg Northern Sky Patrol",RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:139004,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
69,APPLAUSE:12407 | APPLAUSE:139004,GT10_LE15_MIN,29.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:139004,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",APPLAUSE:12407,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
73,APPLAUSE:115013 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13400,GT10_LE15_MIN,119.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13400,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:115013,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
74,APPLAUSE:12425 | APPLAUSE:139006,GT10_LE15_MIN,30.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:139006,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",APPLAUSE:12425,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
77,APPLAUSE:115046 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13405,GT10_LE15_MIN,478.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:115046,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",DASCH:ivo://org.gavo.dc/~?dasch/q/fa13405,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
78,APPLAUSE:13390 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485,GT10_LE15_MIN,20.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,DASCH:ivo://org.gavo.dc/~?dasch/q/bi05485,Harvard DASCH,UNRESOLVED_DASCH_NO_ASTROMETRY_HEADER,,,DASCH_IMAGING_AVAILABILITY_HOLD,MAYBE,"Check official DR7 exposure-list/value-added metadata for an imaging solution. If no WCS solution exists for the logged exposure, retain as no-imaging geometry hold, not a negative.",APPLAUSE:13390,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
79,APPLAUSE:115022 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13397,GT10_LE15_MIN,359.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,DASCH:ivo://org.gavo.dc/~?dasch/q/fa13397,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.,APPLAUSE:115022,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions."
80,APPLAUSE:12417 | APPLAUSE:139005,GT10_LE15_MIN,29.0,APPLAUSE <-> APPLAUSE,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:139005,Zeiss Double Astrograph,UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",APPLAUSE:12417,Lippert-Astrograph (Hamburg),RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
82,APPLAUSE:115016 | DASCH:ivo://org.gavo.dc/~?dasch/q/fa13401,GT10_LE15_MIN,359.0,APPLAUSE <-> DASCH,EXACT_FOOTPRINT_UNRESOLVED,APPLAUSE:115016,Schmidtsches Spiegelteleskop (Hamburg),UNRESOLVED_APPLAUSE_NO_EXACT_POLYGON,,,APPLAUSE_SOLUTION_SCAN_INVENTORY_REPAIR,LIKELY_METADATA_ONLY,"Inventory exact applause_dr4.solution rows for all scans/processes of the physical plate, with solution_id/header_wcs/stc_polygon provenance; retain all viable solutions.",DASCH:ivo://org.gavo.dc/~?dasch/q/fa13401,Harvard DASCH,RESOLVED,1,,NONE,N/A,Side geometry is already resolved.
